npi,provider_first_name,provider_last_name,credential,specialty,group_practice,street_address,city,state,zip,phone,accepting_new_patients,plan_tiers_accepted,telehealth_available,languages_spoken,hospital_affiliation
1668469061,Sandra,Taylor,DO,Radiology,Southeast Specialists,2255 Lake Ave,Miami,FL,33101,(983) 459-1200,No,"Silver,Gold",No,English,Baptist Health South Florida
1085260383,Priya,Smith,MD,Radiology,Florida Medical Group,7534 Elm Rd,Gainesville,FL,32601,(815) 814-1107,Yes,"Silver,Gold",Yes,"English,Russian",Baptist Health South Florida
1916792220,Ahmed,Hall,NP,Radiology,Sunshine State Health Partners,5818 Main St,Fort Lauderdale,FL,33301,(233) 883-5889,Yes,"Silver,Gold",Yes,English,Tampa General Hospital
1621660320,Jennifer,White,MD,Radiology,Southeast Specialists,3006 Maple Way,Miami,FL,33101,(568) 236-2525,Yes,"Bronze,Silver,Gold",No,"English,Portuguese",Mayo Clinic Florida
1444269173,Robert,White,NP,Emergency Medicine,Southeast Specialists,4596 Cedar Dr,West Palm Beach,FL,33401,(737) 414-4425,Yes,"Bronze,Silver",Yes,English,Jackson Memorial Hospital
1379947133,Jessica,Moore,MD,Emergency Medicine,Coastal Health Associates,8708 Broadway Dr,Orlando,FL,32801,(332) 829-9132,No,"Bronze,Silver,Gold",No,"English,Korean",UF Health Shands
1445207819,Ahmed,Davis,DO,Emergency Medicine,Sunshine State Health Partners,2032 Lake Dr,Tampa,FL,33601,(623) 246-6468,Yes,"Bronze,Silver,Gold",Yes,English,Tampa General Hospital
1823594990,James,Hall,MD,General Surgery,Southeast Specialists,8401 Highland Blvd,Jacksonville,FL,32099,(206) 316-6460,Yes,"Bronze,Silver,Gold",No,English,UF Health Shands
1494584739,Linda,Miller,MD,General Surgery,Coastal Health Associates,7988 Park Way,Miami,FL,33101,(749) 543-8577,No,"Bronze,Silver",Yes,"English,Hindi",Broward Health
1071095709,Wei,Taylor,MD,General Surgery,Florida Health Network,9560 Cedar Blvd,Miami,FL,33101,(352) 487-1510,Yes,"Bronze,Silver,Gold",No,English,Broward Health
1444389067,Carlos,Walker,MD,General Surgery,Florida Health Network,5252 Main Blvd,Tampa,FL,33601,(288) 708-4893,Yes,"Bronze,Silver,Gold",No,"English,Korean",Mayo Clinic Florida
1857946858,Wei,Taylor,MD,Vascular Surgery,Southeast Specialists,7370 Highland Ave,Jacksonville,FL,32099,(694) 712-3524,Yes,"Bronze,Silver,Gold",No,"English,Mandarin",Jackson Memorial Hospital
1039247989,Kenji,Patel,DO,Vascular Surgery,Florida Medical Group,2274 Lake Way,Gainesville,FL,32601,(670) 596-9558,Yes,"Bronze,Silver,Gold",Yes,"English,Portuguese",Broward Health
1620150147,Maria,Allen,MD,Vascular Surgery,Southeast Specialists,8629 Pine Ave,Fort Lauderdale,FL,33301,(976) 519-4438,Yes,"Bronze,Silver",Yes,"English,Mandarin",Jackson Memorial Hospital
1668882058,William,Chen,MD,Plastic Surgery,Sunshine State Health Partners,4583 Oak Ave,Fort Lauderdale,FL,33301,(773) 726-2677,Yes,Gold,Yes,English,Baptist Health South Florida
1958038736,Priya,Martinez,DO,Plastic Surgery,Southeast Specialists,1267 Pine Dr,Boca Raton,FL,33431,(546) 753-8268,Yes,"Bronze,Silver,Gold",Yes,English,Mayo Clinic Florida
1675889004,Omar,Johnson,MD,Speech Therapy,Sunshine State Health Partners,3032 Broadway Dr,Gainesville,FL,32601,(906) 916-8304,Yes,"Bronze,Silver,Gold",No,English,Cleveland Clinic Florida
1333280534,David,Young,NP,Speech Therapy,Coastal Health Associates,7772 Oak Rd,Boca Raton,FL,33431,(900) 859-8625,No,"Bronze,Silver,Gold",Yes,English,Jackson Memorial Hospital
1070185347,Ahmed,Wilson,MD,Physical Therapy,Florida Medical Group,7526 Maple Ave,Tampa,FL,33601,(686) 315-6758,No,Gold,No,"English,Arabic",Cleveland Clinic Florida
1697343144,Karen,Anderson,MD,Physical Therapy,Florida Health Network,1852 Cedar Dr,Tampa,FL,33601,(272) 509-9728,No,"Bronze,Silver,Gold",No,English,Mayo Clinic Florida
1842150718,Susan,Walker,MD,Occupational Therapy,Coastal Health Associates,3511 Broadway Rd,West Palm Beach,FL,33401,(645) 780-6606,Yes,"Bronze,Silver",Yes,English,Mayo Clinic Florida
1189165396,Kenji,Young,MD,Occupational Therapy,Sunshine State Health Partners,9194 Oak Rd,Orlando,FL,32801,(515) 615-2140,Yes,"Bronze,Silver,Gold",Yes,"English,Arabic",Baptist Health South Florida
1570431597,Richard,Kim,MD,Occupational Therapy,Florida Medical Group,2503 Park Rd,West Palm Beach,FL,33401,(498) 599-8326,Yes,"Silver,Gold",Yes,"English,Spanish",Jackson Memorial Hospital
1067012825,Karen,Rodriguez,DO,Occupational Therapy,Southeast Specialists,6722 Park Blvd,Boca Raton,FL,33431,(578) 762-1870,Yes,"Bronze,Silver,Gold",Yes,"English,Portuguese",Cleveland Clinic Florida
1409702344,Jennifer,Taylor,MD,Allergy & Immunology,Coastal Health Associates,5312 Elm Rd,Boca Raton,FL,33431,(645) 758-4460,Yes,"Bronze,Silver,Gold",No,English,Tampa General Hospital
1077036673,David,Chen,MD,Allergy & Immunology,Coastal Health Associates,2156 Park Ave,Tampa,FL,33601,(863) 216-3359,No,"Silver,Gold",Yes,English,Broward Health
1592759204,Michael,Williams,MD,Allergy & Immunology,Coastal Health Associates,7544 Highland Rd,West Palm Beach,FL,33401,(660) 593-6821,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Cleveland Clinic Florida
1035929409,Ahmed,Smith,MD,Allergy & Immunology,Florida Medical Group,9048 Broadway Blvd,West Palm Beach,FL,33401,(238) 781-8917,Yes,"Bronze,Silver,Gold",Yes,English,Baptist Health South Florida
1677169078,Ana,Williams,MD,Pain Management,Coastal Health Associates,1549 Lake Rd,Gainesville,FL,32601,(959) 879-2279,Yes,"Bronze,Silver,Gold",Yes,English,UF Health Shands
1310535202,Richard,Chen,MD,Pain Management,Coastal Health Associates,6997 Cedar Blvd,Miami,FL,33101,(371) 236-5981,Yes,"Bronze,Silver,Gold",Yes,"English,Arabic",Baptist Health South Florida
1542879692,Carlos,Garcia,MD,Pain Management,Southeast Specialists,8042 Oak St,Gainesville,FL,32601,(278) 484-5129,Yes,"Bronze,Silver,Gold",Yes,English,AdventHealth Orlando
1280517824,William,Wilson,MD,Pain Management,Florida Health Network,7417 Cedar St,Fort Lauderdale,FL,33301,(917) 441-8944,Yes,"Silver,Gold",Yes,"English,Hindi",Jackson Memorial Hospital
1620362276,Robert,Jones,MD,Urgent Care,Coastal Health Associates,7311 Park St,Boca Raton,FL,33431,(951) 553-1890,Yes,"Bronze,Silver",Yes,"English,French",Mayo Clinic Florida
1757640614,Linda,Harris,MD,Urgent Care,Southeast Specialists,3928 Elm Way,Miami,FL,33101,(599) 685-5302,Yes,"Bronze,Silver",Yes,"English,Portuguese",Baptist Health South Florida
1379920016,Karen,Harris,MD,Cardiology,Cascade Specialists,1695 Highland Way,Seattle,WA,98101,(642) 825-5466,Yes,"Bronze,Silver,Gold",No,"English,Spanish",Providence Regional Medical Center
1741180707,Jennifer,Wilson,MD,Cardiology,Sound Health Associates,8618 Cedar Way,Tacoma,WA,98401,(384) 520-9972,Yes,"Silver,Gold",Yes,"English,French",Overlake Medical Center
1207317573,Robert,Smith,MD,Cardiology,Northwest Medical Network,3694 Pine Blvd,Seattle,WA,98101,(234) 224-2506,Yes,"Bronze,Silver,Gold",Yes,"English,Arabic",UW Medicine
1962074430,Ahmed,Hall,MD,Neurology,Pacific Northwest Health Partners,6259 Broadway St,Spokane,WA,99201,(313) 912-4018,Yes,"Bronze,Silver,Gold",No,"English,Hindi",Providence Regional Medical Center
1411027302,Omar,Williams,PA-C,Neurology,Sound Health Associates,1312 Pine Ave,Bellevue,WA,98004,(597) 540-1984,Yes,Gold,No,English,Swedish Medical Center
1580499353,Thomas,Williams,PA-C,Neurology,Northwest Medical Network,8161 Oak St,Spokane,WA,99201,(987) 641-4578,Yes,"Bronze,Silver",No,English,Virginia Mason Medical Center
1701008808,William,Brown,MD,Neurology,Pacific Northwest Health Partners,407 Maple St,Redmond,WA,98052,(855) 200-1619,No,"Bronze,Silver,Gold",No,"English,Russian",UW Medicine
1242501204,Richard,Thompson,MD,Dermatology,Northwest Medical Network,6717 Oak Dr,Redmond,WA,98052,(203) 593-8898,Yes,"Bronze,Silver",Yes,English,UW Medicine
1816530277,Patricia,Martinez,DO,Dermatology,Pacific Northwest Health Partners,5671 Oak Rd,Olympia,WA,98501,(984) 496-4327,Yes,"Bronze,Silver,Gold",Yes,English,Overlake Medical Center
1470281466,Omar,Miller,DO,Orthopedics,Sound Health Associates,8070 Oak Way,Bellevue,WA,98004,(952) 394-3292,Yes,"Bronze,Silver,Gold",Yes,"English,Arabic",Providence Regional Medical Center
1017629000,Kenji,Rodriguez,MD,Orthopedics,Sound Health Associates,8286 Highland Rd,Seattle,WA,98101,(237) 547-1918,Yes,"Bronze,Silver,Gold",Yes,"English,Korean",Overlake Medical Center
1152031615,Jennifer,Miller,NP,Gastroenterology,Northwest Medical Network,1280 Main Way,Bellevue,WA,98004,(700) 869-1312,No,"Silver,Gold",Yes,"English,French",Overlake Medical Center
1896952545,Susan,Young,MD,Gastroenterology,Washington Medical Group,7574 Broadway St,Seattle,WA,98101,(805) 265-2742,Yes,"Bronze,Silver,Gold",No,"English,Mandarin",UW Medicine
1345304509,Susan,Williams,MD,Ophthalmology,Cascade Specialists,9536 Highland St,Olympia,WA,98501,(418) 982-1746,Yes,"Bronze,Silver",No,English,Overlake Medical Center
1143205892,Jennifer,Wilson,MD,Ophthalmology,Washington Medical Group,4091 Broadway Ave,Seattle,WA,98101,(302) 847-7162,Yes,Gold,Yes,"English,Russian",Overlake Medical Center
1153639423,Robert,Smith,MD,Ophthalmology,Pacific Northwest Health Partners,7898 Park St,Bellevue,WA,98004,(855) 477-9570,No,"Bronze,Silver,Gold",No,"English,Tagalog",Virginia Mason Medical Center
1004907047,Linda,Walker,MD,Ophthalmology,Washington Medical Group,5034 Cedar Rd,Spokane,WA,99201,(771) 441-4144,Yes,"Bronze,Silver",Yes,"English,Mandarin",MultiCare Health System
1735774878,Patricia,Chen,NP,Nephrology,Sound Health Associates,3273 Oak St,Olympia,WA,98501,(685) 709-3888,Yes,"Silver,Gold",Yes,English,Virginia Mason Medical Center
1795016576,Maria,Hall,MD,Nephrology,Washington Medical Group,7524 Main Ave,Seattle,WA,98101,(253) 750-3881,Yes,"Bronze,Silver",Yes,English,Swedish Medical Center
1836418338,Jennifer,Williams,MD,Pulmonology,Sound Health Associates,3356 Cedar St,Olympia,WA,98501,(312) 533-4731,Yes,"Bronze,Silver,Gold",Yes,"English,Tagalog",Providence Regional Medical Center
1996311203,Sandra,Miller,MD,Pulmonology,Pacific Northwest Health Partners,7241 Park St,Redmond,WA,98052,(824) 665-3917,No,"Bronze,Silver",No,"English,Spanish",Virginia Mason Medical Center
1610600292,Thomas,Moore,MD,Pulmonology,Cascade Specialists,2184 Main Way,Spokane,WA,99201,(261) 487-3236,Yes,Gold,No,English,Providence Regional Medical Center
1092851105,Linda,Martinez,MD,Endocrinology,Northwest Medical Network,9571 Highland St,Bellevue,WA,98004,(621) 734-9015,Yes,"Silver,Gold",Yes,"English,Hindi",Swedish Medical Center
1957587252,Thomas,Wilson,MD,Endocrinology,Sound Health Associates,7214 Broadway St,Bellevue,WA,98004,(805) 352-1083,No,"Silver,Gold",Yes,English,Providence Regional Medical Center
1258247252,Jessica,Moore,NP,Endocrinology,Sound Health Associates,1705 Maple Rd,Seattle,WA,98101,(285) 771-1203,No,"Bronze,Silver,Gold",Yes,English,UW Medicine
1626700279,Karen,Davis,MD,Oncology,Sound Health Associates,7624 Broadway Way,Tacoma,WA,98401,(224) 665-8598,Yes,Gold,Yes,English,UW Medicine
1318461071,Linda,Anderson,PA-C,Oncology,Pacific Northwest Health Partners,5554 Highland Ave,Bellevue,WA,98004,(636) 970-5420,Yes,"Bronze,Silver,Gold",Yes,English,Providence Regional Medical Center
1043888484,Richard,Moore,MD,Hematology,Cascade Specialists,6089 Maple Dr,Olympia,WA,98501,(574) 575-3871,Yes,"Bronze,Silver,Gold",Yes,English,MultiCare Health System
1964148259,David,Jones,MD,Hematology,Northwest Medical Network,3793 Cedar Blvd,Redmond,WA,98052,(473) 715-7929,Yes,"Bronze,Silver,Gold",Yes,"English,French",Virginia Mason Medical Center
1485308092,Patricia,Harris,PA-C,Psychiatry,Northwest Medical Network,8814 Highland Blvd,Tacoma,WA,98401,(835) 576-2075,Yes,"Bronze,Silver,Gold",No,English,MultiCare Health System
1161596070,Robert,Thompson,MD,Psychiatry,Pacific Northwest Health Partners,1935 Park Rd,Seattle,WA,98101,(409) 733-1371,Yes,"Bronze,Silver,Gold",No,English,Swedish Medical Center
1896518070,Michael,Kim,MD,OB/GYN,Sound Health Associates,1131 Main St,Olympia,WA,98501,(732) 860-6503,No,"Bronze,Silver,Gold",Yes,English,Overlake Medical Center
1141684797,Yuki,Hall,MD,OB/GYN,Northwest Medical Network,7603 Pine Dr,Tacoma,WA,98401,(513) 375-5259,Yes,"Bronze,Silver,Gold",No,"English,Russian",Overlake Medical Center
1188290663,Karen,Johnson,MD,OB/GYN,Cascade Specialists,8870 Pine St,Tacoma,WA,98401,(925) 909-3514,Yes,"Bronze,Silver",Yes,"English,Hindi",Swedish Medical Center
1037247123,Maria,Martinez,MD,OB/GYN,Sound Health Associates,3461 Highland Way,Seattle,WA,98101,(881) 524-6633,Yes,Gold,No,English,Virginia Mason Medical Center
1004610971,Linda,Chen,DO,Pediatrics,Pacific Northwest Health Partners,7604 Cedar St,Olympia,WA,98501,(956) 759-9313,Yes,"Bronze,Silver",Yes,"English,Hindi",UW Medicine
1514302181,Karen,Kim,DO,Pediatrics,Washington Medical Group,5649 Oak Way,Redmond,WA,98052,(241) 342-2914,Yes,"Bronze,Silver,Gold",Yes,"English,Russian",MultiCare Health System
1238525147,Ahmed,Davis,PA-C,Pediatrics,Pacific Northwest Health Partners,3297 Broadway Dr,Bellevue,WA,98004,(985) 484-4206,Yes,Gold,Yes,English,Swedish Medical Center
1060180666,Omar,Allen,MD,Internal Medicine,Sound Health Associates,9982 Broadway Dr,Bellevue,WA,98004,(882) 569-7513,Yes,"Silver,Gold",Yes,English,MultiCare Health System
1231600910,Patricia,Thompson,MD,Internal Medicine,Cascade Specialists,7400 Highland Ave,Bellevue,WA,98004,(945) 654-7809,No,Gold,No,English,UW Medicine
1931498757,Kenji,White,MD,Internal Medicine,Northwest Medical Network,3504 Pine Rd,Spokane,WA,99201,(737) 543-2083,No,"Bronze,Silver,Gold",Yes,English,Virginia Mason Medical Center
1199722870,Sandra,Hall,DO,Internal Medicine,Washington Medical Group,9404 Park St,Seattle,WA,98101,(590) 496-9037,Yes,"Bronze,Silver,Gold",No,English,Overlake Medical Center
1702026333,Jessica,Chen,PA-C,Family Medicine,Pacific Northwest Health Partners,5017 Maple Ave,Tacoma,WA,98401,(881) 494-7834,Yes,"Bronze,Silver,Gold",No,English,Virginia Mason Medical Center
1515917815,Yuki,Davis,MD,Family Medicine,Cascade Specialists,9912 Cedar Dr,Redmond,WA,98052,(779) 646-5225,No,"Bronze,Silver",Yes,"English,Mandarin",UW Medicine
1145489216,Patricia,Patel,MD,Family Medicine,Cascade Specialists,5337 Maple Way,Seattle,WA,98101,(565) 367-1866,Yes,"Silver,Gold",No,"English,Hindi",UW Medicine
1196760502,Yuki,Anderson,MD,Family Medicine,Cascade Specialists,8519 Lake Way,Bellevue,WA,98004,(983) 296-3738,Yes,"Bronze,Silver,Gold",No,"English,Mandarin",Swedish Medical Center
1556381604,William,Allen,MD,Rheumatology,Northwest Medical Network,2454 Main St,Tacoma,WA,98401,(488) 581-8944,No,"Bronze,Silver,Gold",No,English,UW Medicine
1591752891,Jennifer,Miller,MD,Rheumatology,Washington Medical Group,8712 Highland Way,Spokane,WA,99201,(919) 974-2867,No,"Silver,Gold",No,"English,Portuguese",MultiCare Health System
1819898028,Jennifer,Jones,MD,Rheumatology,Cascade Specialists,7340 Broadway Dr,Seattle,WA,98101,(550) 376-5991,Yes,Gold,Yes,"English,Hindi",Overlake Medical Center
1741760327,Susan,Jones,MD,Rheumatology,Washington Medical Group,2233 Oak Rd,Seattle,WA,98101,(981) 314-2273,Yes,Gold,No,English,Providence Regional Medical Center
1071132564,David,Brown,MD,Urology,Northwest Medical Network,2048 Pine Ave,Seattle,WA,98101,(508) 883-1168,Yes,"Bronze,Silver,Gold",Yes,English,Providence Regional Medical Center
1378175386,David,Rodriguez,MD,Urology,Cascade Specialists,4644 Broadway Blvd,Olympia,WA,98501,(364) 712-4962,Yes,"Bronze,Silver,Gold",Yes,English,Virginia Mason Medical Center
1105962980,James,Patel,MD,Urology,Washington Medical Group,8900 Main Way,Olympia,WA,98501,(419) 716-8777,Yes,Gold,Yes,English,Providence Regional Medical Center
1121166907,Thomas,Allen,MD,Infectious Disease,Cascade Specialists,8525 Lake Rd,Spokane,WA,99201,(979) 521-3025,No,"Bronze,Silver",Yes,English,Virginia Mason Medical Center
1413155580,Michael,Kim,MD,Infectious Disease,Cascade Specialists,5475 Maple Ave,Olympia,WA,98501,(490) 667-6111,No,"Bronze,Silver,Gold",Yes,"English,Mandarin",Providence Regional Medical Center
1527903421,Sandra,Taylor,MD,Infectious Disease,Pacific Northwest Health Partners,3037 Main Way,Olympia,WA,98501,(888) 307-7494,No,"Bronze,Silver",Yes,"English,Arabic",Virginia Mason Medical Center
1213767380,Omar,Williams,MD,Infectious Disease,Sound Health Associates,2864 Oak Blvd,Redmond,WA,98052,(546) 405-7623,Yes,"Bronze,Silver",Yes,"English,Mandarin",Virginia Mason Medical Center
1549127152,Jessica,Wilson,MD,Radiology,Cascade Specialists,9982 Elm Rd,Redmond,WA,98052,(485) 350-8448,Yes,"Bronze,Silver",Yes,English,MultiCare Health System
1728112320,Jessica,Kim,MD,Radiology,Washington Medical Group,965 Oak Rd,Tacoma,WA,98401,(227) 383-7269,Yes,"Bronze,Silver,Gold",Yes,English,Providence Regional Medical Center
1542019241,Ahmed,Walker,MD,Radiology,Northwest Medical Network,4909 Maple Rd,Tacoma,WA,98401,(467) 755-6629,Yes,"Bronze,Silver",Yes,"English,French",UW Medicine
1923805264,Joseph,Harris,MD,Emergency Medicine,Sound Health Associates,2997 Highland Way,Seattle,WA,98101,(998) 510-3689,No,"Bronze,Silver",No,English,Overlake Medical Center
1511005607,Karen,Young,MD,Emergency Medicine,Pacific Northwest Health Partners,8937 Broadway Rd,Spokane,WA,99201,(775) 360-9301,Yes,"Bronze,Silver,Gold",No,"English,Portuguese",Overlake Medical Center
1137651619,Jessica,Rodriguez,MD,Emergency Medicine,Cascade Specialists,561 Broadway Ave,Tacoma,WA,98401,(575) 557-1440,Yes,Gold,No,English,MultiCare Health System
1977522765,Patricia,Anderson,MD,General Surgery,Pacific Northwest Health Partners,5213 Broadway Ave,Bellevue,WA,98004,(904) 267-5995,Yes,"Silver,Gold",No,English,Swedish Medical Center
1504336426,James,Chen,MD,General Surgery,Sound Health Associates,4468 Main Way,Spokane,WA,99201,(802) 222-6185,No,"Bronze,Silver",Yes,"English,Tagalog",UW Medicine
1321608113,Carlos,Brown,PA-C,Vascular Surgery,Washington Medical Group,5663 Park Dr,Tacoma,WA,98401,(572) 646-4305,No,Gold,Yes,English,UW Medicine
1098738972,Priya,Miller,DO,Vascular Surgery,Pacific Northwest Health Partners,3800 Broadway Way,Seattle,WA,98101,(934) 792-2552,Yes,Gold,No,"English,Tagalog",Swedish Medical Center
1712381203,Carlos,Patel,PA-C,Vascular Surgery,Washington Medical Group,8368 Pine Rd,Seattle,WA,98101,(752) 520-4278,No,Gold,No,"English,Korean",Overlake Medical Center
1684968212,Wei,Harris,NP,Plastic Surgery,Pacific Northwest Health Partners,3589 Maple Blvd,Olympia,WA,98501,(745) 829-8106,Yes,"Bronze,Silver,Gold",Yes,"English,Russian",Virginia Mason Medical Center
1218568778,Patricia,Harris,MD,Plastic Surgery,Washington Medical Group,5320 Oak Way,Spokane,WA,99201,(622) 473-5702,Yes,Gold,No,"English,Tagalog",Virginia Mason Medical Center
1521175333,Ahmed,Davis,MD,Plastic Surgery,Pacific Northwest Health Partners,4123 Pine Rd,Redmond,WA,98052,(773) 646-7914,Yes,"Silver,Gold",Yes,English,Virginia Mason Medical Center
1922971289,Michael,Smith,DO,Speech Therapy,Northwest Medical Network,8060 Main Ave,Tacoma,WA,98401,(285) 521-5882,Yes,"Silver,Gold",No,"English,Spanish",Swedish Medical Center
1713197718,Omar,Allen,MD,Speech Therapy,Washington Medical Group,8296 Oak Dr,Tacoma,WA,98401,(794) 993-9605,Yes,"Silver,Gold",No,English,Overlake Medical Center
1114690674,Ahmed,Brown,MD,Physical Therapy,Northwest Medical Network,7028 Lake St,Spokane,WA,99201,(379) 419-5498,No,"Bronze,Silver",No,"English,French",Swedish Medical Center
1264512739,Carlos,Johnson,PA-C,Physical Therapy,Cascade Specialists,7043 Maple Way,Tacoma,WA,98401,(484) 348-6947,No,"Bronze,Silver,Gold",Yes,English,MultiCare Health System
1752281566,James,Hall,MD,Occupational Therapy,Pacific Northwest Health Partners,6402 Pine Way,Tacoma,WA,98401,(571) 901-2999,Yes,"Silver,Gold",No,English,UW Medicine
1340574106,James,Thompson,DO,Occupational Therapy,Pacific Northwest Health Partners,2725 Maple Way,Bellevue,WA,98004,(985) 859-7656,Yes,"Silver,Gold",No,English,Swedish Medical Center
1451906293,Jessica,Kim,MD,Occupational Therapy,Sound Health Associates,8395 Oak Blvd,Seattle,WA,98101,(816) 946-9973,Yes,"Bronze,Silver,Gold",No,"English,Korean",Swedish Medical Center
1618270581,Maria,Hall,MD,Allergy & Immunology,Sound Health Associates,3378 Pine Blvd,Seattle,WA,98101,(284) 313-3585,Yes,"Silver,Gold",Yes,English,Providence Regional Medical Center
1738161934,Yuki,Jones,MD,Allergy & Immunology,Sound Health Associates,2287 Pine St,Redmond,WA,98052,(807) 535-5616,Yes,Gold,Yes,English,Providence Regional Medical Center
1657133384,Patricia,Garcia,MD,Allergy & Immunology,Northwest Medical Network,476 Highland Way,Bellevue,WA,98004,(841) 434-2457,No,"Silver,Gold",Yes,English,Overlake Medical Center
1609072427,Ana,Garcia,MD,Allergy & Immunology,Northwest Medical Network,1559 Cedar St,Tacoma,WA,98401,(320) 214-9615,No,"Bronze,Silver",No,"English,Hindi",Overlake Medical Center
1644333988,Jennifer,Davis,MD,Pain Management,Cascade Specialists,2233 Elm St,Bellevue,WA,98004,(420) 489-4102,No,Gold,Yes,"English,Tagalog",Virginia Mason Medical Center
1734726187,Michael,Smith,DO,Pain Management,Washington Medical Group,4168 Cedar Dr,Bellevue,WA,98004,(862) 669-2404,Yes,"Bronze,Silver,Gold",No,English,Swedish Medical Center
1063084820,Richard,Young,MD,Pain Management,Washington Medical Group,1296 Oak Dr,Spokane,WA,99201,(253) 540-4847,No,"Bronze,Silver",No,"English,Korean",Providence Regional Medical Center
1958020313,Omar,Walker,MD,Pain Management,Cascade Specialists,6566 Cedar St,Olympia,WA,98501,(772) 242-3938,Yes,"Bronze,Silver,Gold",Yes,"English,Korean",UW Medicine
1047418754,Richard,Harris,MD,Urgent Care,Cascade Specialists,4366 Oak Blvd,Bellevue,WA,98004,(330) 711-5603,Yes,"Bronze,Silver,Gold",No,English,UW Medicine
1915937916,William,Walker,DO,Urgent Care,Cascade Specialists,8149 Park Dr,Tacoma,WA,98401,(873) 851-8208,Yes,"Bronze,Silver",Yes,"English,Arabic",MultiCare Health System
1961187065,Maria,Davis,MD,Urgent Care,Sound Health Associates,7753 Elm Ave,Spokane,WA,99201,(706) 241-8233,Yes,Gold,Yes,English,UW Medicine
1896524668,Jessica,Harris,PA-C,Urgent Care,Washington Medical Group,3437 Pine St,Olympia,WA,98501,(372) 967-9335,Yes,"Bronze,Silver,Gold",Yes,English,UW Medicine
